University,Type,City,Program,Fee_per_credit_hr,Admission_Fee,Credit Hours,Semester Fee,Min_Academic_Percent,Min_Test_Score,Entry_Test_Required,Accreditations,Hostel,Transport,Extracurriculars,Website,address,est,apply 
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS-Software Engineering (Evening),"4,500","8,000",144,"81,000",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS-Artificial Intelligence,"4,191","10,000",128,"67,050",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS-Information Technology,"4,223","10,000",128,"67,550",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Cyber Security,"4,223","10,000",128,"67,550",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Data Science,"4,223","10,000",128,"67,550",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Mathematics,"3,324","10,000",136,"56,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Environmental Sciences,"3,250","10,000",144,"58,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Food Science and Tech,"3,951","10,000",144,"71,100",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS-Climate Change,"3,250","10,000",144,"58,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BBA (Morning),"4,324","10,000",136,"73,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BBA (Evening),"4,059","8,000",136,"69,000",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Accounting & Finance,"3,922","10,000",144,"70,600",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Banking & Finance,"3,139","10,000",144,"56,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS (Public Administration),"2,847","10,000",144,"51,250",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS (Economics),"3,412","10,000",136,"58,000",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Commerce,"4,036","10,000",112,"56,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS (Entrepreneurship),"3,222","10,000",144,"58,000",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Media Studies,"3,853","10,000",136,"65,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,BS Sociology,"3,139","10,000",144,"56,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sindh Madressatul Islam University (SMIU),Public,Karachi,B.Ed. (04-Years),"3,324","10,000",136,"56,500",0.5,0.5,Yes,"HEC, NBEAC, NCEAC",Yes,Yes,"Cultural festivals, debating, sports, student societies",http://www.smiu.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Electronic,"6,600","35,000",136,"147,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Bio-medical,"6,600","35,000",120,"134,000",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Civil,"6,600","35,000",136,"147,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Electrical,"6,600","35,000",144,"153,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Computer,"6,600","35,000",128,"140,600",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Telecom,"3,250","35,000",128,"87,000",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Computer Science,"7,200","35,000",128,"150,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Information Tech.,"7,700","35,000",128,"158,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Software Eng.,"7,700","35,000",120,"150,500",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Cyber Security,"7,700","35,000",120,"150,500",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Data Science,"7,700","35,000",136,"165,900",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Artificial Intelligence,"7,800","35,000",136,"167,600",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Clinical Psychology,"3,850","35,000",144,"104,300",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Bio-technology,"3,250","35,000",136,"90,250",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Interior Design,"3,850","35,000",144,"104,300",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Computer Network And Sec.,"4,600","15,000",144,"97,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Medical Technology,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Robotics and Inteillgent Mach.,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Renewable Energy Systems,"4,600","15,000",144,"97,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Game Engineering,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Cloud Computing and IS.,"3,500","15,000",136,"74,500",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Food Science And Tech.,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BBA,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Business And IT,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Business and Data Analytics,"4,600","15,000",144,"97,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Digital Technology management,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BS Enterpreneurship and Management,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BE Tech Computer,"4,600","15,000",144,"97,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BE Tech Aritificial Intelligence,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BE Tech Software,"4,600","15,000",136,"93,200",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BE Electrical,"4,600","15,000",128,"88,600",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BE Tech Civil,"4,600","15,000",144,"97,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,BE Tech Electronic,"4,600","15,000",144,"97,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Sir Syed University of Engineering and Technology (SSUET,Private,Karachi,B Architecture.,"6,600","35,000",144,"153,800",0.6,0.5,yes,"HEC, PEC (Level-II for engineering programs)",Yes,Yes,"Technical societies, sports, cultural events",http://www.ssuet.edu.pk/,,,
Textile Institute of Pakistan (TIP),Private,Karachi,BS Textile Sciences,"10,000","25,000",144,"144,000",0.45,0.5,Yes,"HEC, PEC (Textile Engineering)",No,Yes,"Fashion shows, textile exhibitions, sports",https://tip.edu.pk/,,,
Textile Institute of Pakistan (TIP),Private,Karachi,BS Textile Design Technology,"10,000","25,000",144,"144,000",0.45,0.5,Yes,"HEC, PEC (Textile Engineering)",No,Yes,"Fashion shows, textile exhibitions, sports",https://tip.edu.pk/,,,
Textile Institute of Pakistan (TIP),Private,Karachi,BS Textile Managment And Marketing,"10,000","25,000",144,"144,000",0.45,0.5,Yes,"HEC, PEC (Textile Engineering)",No,Yes,"Fashion shows, textile exhibitions, sports",https://tip.edu.pk/,,,
Textile Institute of Pakistan (TIP),Private,Karachi,BBA Apparel Manufacturing And Merchandising,"10,000","25,000",144,"144,000",0.45,0.5,Yes,"HEC, PEC (Textile Engineering)",No,Yes,"Fashion shows, textile exhibitions, sports",https://tip.edu.pk/,,,
Textile Institute of Pakistan (TIP),Private,Karachi,BBA Fashion Design Management,"10,000","25,000",144,"144,000",0.45,0.5,Yes,"HEC, PEC (Textile Engineering)",No,Yes,"Fashion shows, textile exhibitions, sports",https://tip.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Engineering,"3,700","50,000",126,"110,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Cardiology,"4,300","50,000",127,"115,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,"BS Medicine ,BS Pharmacy","4,900","50,000",140,"120,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Neurosciences,"5,500","50,000",129,"125,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Nuclear Medicine,"6,100","50,000",130,"130,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Radiation Therapy,"6,700","50,000",131,"135,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Radiology,"7,300","50,000",132,"140,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS College of Education,"7,900","50,000",133,"145,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Family Medicine,"8,500","50,000",134,"150,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Anaesthesiology,"9,100","50,000",135,"155,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Dermatology,"9,700","50,000",136,"160,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Gynaecology and Obstetrics,"10,300","50,000",137,"170,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Ziauddin University,Private,Karachi,BS Pediatrics,"10,900","50,000",138,"180,000",0.55,0.5,yes,HEC,No,yes,"sports, cultural festivals",https://zu.edu.pk/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS Computer Science,"7,133","50,000",133,42800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS Information Technology,"7,133","50,000",133,42800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS Artificial Intelligence,"7,133","50,000",133,42800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BBA (4-year program),"8,133","50,000",132,48800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS Commerce,"6,133","50,000",132,36800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS Accounting & Finance,"6,133","50,000",132,36800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS Education,"5,800","50,000",132,34800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS English,"6,133","50,000",132,36800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,BS Public Administration,"8,133","50,000",132,48800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Shaheed Mohtarma Benazir Bhutto Medical University (Karachi Campus),Public,Karachi,Pharm-D (Doctor of Pharmacy),"13,467","50,000",175,80800,0.5,0.5,yes,HEC,yes,yes,"conferences, seminars, debates, speeches, sports competition",https://www.smbbmu.edu.pk/beta/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Bachelor of Business Administration (BBA),"12,700","10,000",90,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,BS (Computer Science),"12,900","10,000",96,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,BS (Software Engineering),"12,500","10,000",102,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,BS (Civil Engineering Technology),"12,100","10,000",108,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,BS (Mechanical Engineering Technology),"12,000","10,000",114,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Data Science,"12,400","10,000",120,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Computer Science,"12,000","10,000",126,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Software Engineering,"12,300","10,000",132,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Digital Marketing,"12,100","10,000",138,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Computer Networking,"12,200","10,000",144,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Business & Commerce,"12,600","10,000",100,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Web Design and Development,"12,300","10,000",110,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Emaan Institute of Management and Sciences,Private,Karachi,Database Management Systems,"12,300","10,000",140,"72,000",0.45,0.5,yes,HEC,No,No,sports and speeches,https://www.emaan.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Bachelor of Architecture,32300,75000,126,145600,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Bachelor of Interior Design,36000,75000,134,138000,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Bachelor of Textile Design,34400,75000,133,141000,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Bachelor of Fashion Design,38100,75000,121,145000,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Bachelor of Communication Design,36900,75000,120,144300,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Bachelor of Fine Art,31700,75000,138,139400,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Foundation Programme,33000,75000,131,142000,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Indus Valley School of Art and Architecture,Private,Karachi,Liberal Arts Programme,26600,75000,130,146300,0.5,0.5,yes,HEC,No,No,"sports,webinar,speeches, competitions",https://indusvalley.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Architecture Technology,3000,4000,118,19000,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Bio-Medical Technology,3200,4000,122,18000,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Civil Technology,2900,4000,122,17000,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Computer Information Technology,3100,4000,124,16500,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Electrical Technology,2800,4000,118,17600,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Electronics Technology,2700,4000,118,14500,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Mechanical Technology,2700,4000,124,17800,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Software Engineering,2400,4000,122,18900,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Aligarh Institute of Technology,Private,Karachi,Mechatronic Technology (also listed in some sources),2600,4000,118,17000,0.45,0.45,No,HEC,No,No,"speeches,competition,sports",https://aligarh.edu.pk/,,,
Dadabhoy Institute of Higher Education - Main Campus,Private,Karachi,BA- LLB (Bachelor of Legislative Law),"5,890",15000,164,"96,600",0.45,0.5,yes,PBC & HEC,no,no,,https://dadabhoy.edu.pk/,,,
Dadabhoy Institute of Higher Education - Main Campus,Private,Karachi,DPT(Doctor of Physiotherapist),"6,780","20,000",177,"120,000",0.6,0.5,yes,PBC & HEC,no,no,,https://dadabhoy.edu.pk/,,,
Dadabhoy Institute of Higher Education - Main Campus,Private,Karachi,BBA(Bachelors in Business Administration),"7,030",15000,132,"116,000",0.45,0.5,yes,PBC & HEC,no,no,,https://dadabhoy.edu.pk/,,,
"HANDS Institute of Development Studies, Karachi",Private,Karachi,BBA,"12,200","10,000",140,"75,000",0.45,0.5,yes,HEC,yes,yes,,https://hands-ids.edu.pk/,,,
"HANDS Institute of Development Studies, Karachi",Private,Karachi,BS(F & A),"12,600","10,000",138,"75,000",0.45,0.5,yes,HEC,yes,yes,,https://hands-ids.edu.pk/,,,
"HANDS Institute of Development Studies, Karachi",Private,Karachi,BS Fin Tech,"13,000","10,000",133,"75,000",0.45,0.5,yes,HEC,yes,yes,,https://hands-ids.edu.pk/,,,
"HANDS Institute of Development Studies, Karachi",Private,Karachi,BS Business Analytics,"12,600","10,000",136,"75,000",0.45,0.5,yes,HEC,yes,yes,,https://hands-ids.edu.pk/,,,
"HANDS Institute of Development Studies, Karachi",Private,Karachi,BS Community Development and Leadership,"7,030","10,000",136,"75,000",0.45,0.5,yes,HEC,yes,yes,,https://hands-ids.edu.pk/,,,
"HANDS Institute of Development Studies, Karachi",Private,Karachi,BS Development Studies,7500,"10,000",136,"75,000",0.45,0.5,yes,HEC,yes,yes,,https://hands-ids.edu.pk/,,,
"HANDS Institute of Development Studies, Karachi",Private,Karachi,BS Environmental Management,7500,"10,000",136,"75,000",0.45,0.5,yes,HEC,yes,yes,,https://hands-ids.edu.pk/,,,
Al-Kawthar University,Private,Karachi,BS Computer Science,7500,15000,136,"115,000",0.45,0.5,yes,HEC,no,no,,https://alkawthar.edu.pk/,,,
